Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5.5,73,No,7,9,62
9.5,71,No,5,8,70
3.5,88,Yes,8,4,69
4.5,52,No,9,6,39
9.5,69,Yes,4,7,68
6.5,64,No,7,10,55
2.5,60,Yes,4,8,40
7.5,99,No,7,4,94
2.5,98,No,8,1,77
2.5,60,Yes,9,5,40
1.5,67,Yes,8,1,39
3.5,87,Yes,8,4,70
6.5,97,Yes,7,7,89
8.5,59,No,6,7,55
9.5,73,No,9,1,69
7.5,44,No,4,9,34
4.5,57,No,6,2,41
6.5,99,No,6,5,88
5.5,78,Yes,5,6,65
8.5,82,Yes,4,1,71
1.5,96,No,7,2,71
1.5,96,Yes,5,7,73
6.5,50,No,5,6,39
2.5,93,No,8,6,72
5.5,56,Yes,7,6,41
1.5,87,No,6,7,59
7.5,84,Yes,9,10,78
1.5,61,No,6,9,39
4.5,76,Yes,6,9,61
9.5,59,No,8,2,58
1.5,87,No,6,2,64
4.5,99,Yes,4,5,83
6.5,93,No,6,10,85
6.5,93,No,6,7,85
8.5,87,Yes,4,3,78
1.5,87,Yes,8,3,62
7.5,85,Yes,5,4,74
1.5,45,No,7,3,16
7.5,73,Yes,8,3,65
3.5,53,Yes,6,8,34
8.5,87,Yes,5,7,79
3.5,62,No,7,7,44
1.5,59,Yes,7,10,35
8.5,52,No,7,2,49
3.5,86,No,4,9,67
2.5,83,Yes,4,6,61
1.5,80,No,5,3,54
3.5,71,No,6,9,52
2.5,65,No,5,9,44
2.5,89,No,6,6,69
6.5,92,No,8,10,81
1.5,53,Yes,7,6,27
2.5,91,Yes,7,8,71
6.5,96,Yes,4,8,86
3.5,75,No,8,6,58
4.5,47,Yes,9,7,31
1.5,79,No,8,4,57
8.5,61,No,6,1,54
7.5,61,No,8,4,53
7.5,55,No,4,8,48
3.5,66,Yes,6,8,49
3.5,95,No,5,2,79
2.5,99,Yes,6,7,80
1.5,99,Yes,5,1,76
7.5,49,No,9,2,41
7.5,64,Yes,6,8,60
2.5,70,Yes,7,10,50
7.5,60,Yes,9,4,49
8.5,66,No,5,3,61
1.5,56,No,4,2,30
9.5,72,No,9,6,69
7.5,70,Yes,9,4,64
3.5,89,Yes,9,3,72
8.5,81,No,5,3,77
7.5,65,No,5,10,58
8.5,60,Yes,6,3,55
6.5,75,No,7,8,62
9.5,40,No,9,9,35
5.5,43,Yes,6,9,33
3.5,43,Yes,6,5,24
3.5,65,No,7,1,45
1.5,43,No,6,10,19
8.5,88,No,7,5,83
2.5,48,No,4,1,19
3.5,69,Yes,7,9,53
8.5,90,No,8,10,89
8.5,84,No,7,8,79
4.5,43,Yes,7,7,27
4.5,44,Yes,8,2,27
5.5,84,Yes,7,2,75
6.5,62,Yes,5,4,53
5.5,55,Yes,6,9,41
7.5,61,Yes,6,9,55
2.5,76,Yes,4,8,52
7.5,47,No,4,5,36
7.5,87,No,8,7,80
1.5,72,Yes,5,9,46
7.5,94,No,4,3,82
5.5,99,No,6,4,88
3.5,77,Yes,4,2,57
3.5,82,Yes,4,9,66
4.5,55,Yes,7,7,39
2.5,44,Yes,4,6,18
2.5,55,Yes,8,5,36
1.5,46,No,6,7,21
5.5,90,No,8,3,76
4.5,40,Yes,8,5,27
2.5,48,Yes,9,2,24
3.5,57,No,5,5,39
7.5,84,No,9,7,79
7.5,97,No,9,10,92
4.5,86,Yes,7,7,68
5.5,42,Yes,8,9,32
5.5,63,No,5,3,50
6.5,67,Yes,6,8,58
9.5,49,No,6,5,46
2.5,48,Yes,5,7,23
5.5,52,Yes,8,1,36
3.5,87,No,8,1,66
4.5,74,No,7,4,54
6.5,93,Yes,7,5,80
8.5,62,No,9,10,58
1.5,86,Yes,6,3,59
8.5,56,No,7,6,51
7.5,85,No,5,3,76
1.5,46,Yes,6,5,18
2.5,91,Yes,8,1,71
3.5,55,Yes,6,3,37
1.5,92,No,4,7,62
9.5,79,No,6,3,79
8.5,75,Yes,7,5,72
2.5,59,No,5,7,37
9.5,63,Yes,8,2,64
7.5,86,Yes,8,3,79
9.5,44,Yes,7,4,40
6.5,84,Yes,7,5,71
6.5,45,Yes,7,9,35
4.5,67,No,4,9,50
2.5,98,No,5,4,72
7.5,44,Yes,4,9,35
5.5,88,No,7,4,78
6.5,78,Yes,5,2,68
2.5,77,No,7,10,53
5.5,41,No,5,1,26
4.5,82,Yes,8,7,69
9.5,78,No,4,4,77
6.5,93,Yes,9,8,86
2.5,60,No,7,8,41
1.5,79,Yes,7,8,57
5.5,76,Yes,6,6,63
9.5,98,Yes,9,9,100
6.5,57,Yes,8,4,47
7.5,93,Yes,7,5,87
5.5,87,Yes,4,4,74
6.5,85,No,8,5,75
5.5,51,Yes,7,2,38
9.5,56,No,4,5,51
6.5,76,Yes,6,10,66
8.5,85,No,6,8,80
2.5,77,Yes,4,9,54
9.5,54,Yes,8,7,56
5.5,46,No,4,7,32
7.5,53,Yes,9,6,48
1.5,89,Yes,4,2,64
5.5,40,Yes,6,10,28
2.5,77,Yes,6,10,54
6.5,42,No,6,9,34
1.5,76,Yes,9,5,57
3.5,83,No,7,6,66
5.5,70,Yes,9,1,56
4.5,82,Yes,7,5,68
3.5,52,Yes,9,6,33
5.5,87,Yes,5,10,74
8.5,57,No,7,2,46
4.5,56,Yes,8,7,44
1.5,56,Yes,8,4,33
7.5,50,Yes,6,5,43
8.5,59,No,9,3,56
3.5,49,No,4,5,29
6.5,68,No,6,4,59
2.5,87,No,4,10,68
7.5,73,Yes,9,6,67
8.5,56,Yes,6,2,47
6.5,93,No,6,3,80
6.5,91,Yes,8,10,84
5.5,81,Yes,4,1,64
8.5,52,No,5,7,46
1.5,83,Yes,5,9,64
4.5,86,No,6,2,71
4.5,78,No,9,7,59
3.5,66,No,6,3,51
3.5,93,No,8,5,78
4.5,92,No,4,6,76
1.5,65,No,6,8,41
2.5,67,Yes,9,4,44
9.5,52,Yes,5,2,48
2.5,51,Yes,4,3,23
5.5,83,No,6,8,72
9.5,67,No,4,7,64
9.5,41,No,8,6,38
8.5,76,Yes,5,5,73
1.5,96,Yes,9,5,74
1.5,96,No,4,1,73
9.5,73,No,5,6,69
8.5,62,No,6,9,60
9.5,97,No,9,8,98
7.5,91,No,9,10,84
3.5,84,Yes,7,1,66
3.5,68,No,4,6,48
2.5,74,No,5,3,52
5.5,50,No,4,6,33
3.5,87,No,6,9,64
6.5,72,Yes,6,6,61
2.5,90,No,9,8,71
3.5,50,No,9,6,33
5.5,48,No,5,6,33
1.5,53,Yes,8,7,30
1.5,48,No,4,10,22
9.5,78,Yes,4,4,75
7.5,87,No,6,8,82
1.5,42,No,4,4,12
8.5,68,No,5,7,66
3.5,58,No,7,1,38
8.5,75,No,9,9,76
5.5,71,No,6,10,62
1.5,46,No,9,9,18
7.5,94,No,9,7,88
5.5,67,No,9,8,53
6.5,83,Yes,7,2,72
6.5,57,Yes,4,10,47
8.5,99,Yes,8,10,100
9.5,44,Yes,9,7,41
2.5,62,No,5,1,43
9.5,94,No,9,3,92
9.5,61,Yes,9,6,58
7.5,65,Yes,4,5,59
1.5,81,Yes,5,5,56
7.5,51,Yes,4,9,47
5.5,79,No,9,6,65
6.5,58,Yes,4,3,46
7.5,86,No,4,2,79
5.5,40,No,6,9,25
7.5,42,No,7,10,37
9.5,66,Yes,8,4,66
3.5,57,Yes,7,5,36
8.5,89,No,7,9,88
2.5,69,Yes,5,5,46
7.5,41,Yes,6,7,36
2.5,44,No,6,2,19
4.5,68,No,4,2,47
7.5,72,Yes,7,4,64
3.5,81,No,8,8,63
2.5,59,Yes,5,2,36
7.5,69,Yes,6,10,64
1.5,81,No,4,7,59
8.5,44,No,8,1,38
3.5,89,Yes,7,9,75
2.5,60,No,8,10,41
3.5,97,Yes,6,6,79
5.5,54,No,5,1,39
8.5,59,Yes,7,10,56
7.5,47,No,5,6,40
7.5,88,Yes,9,5,85
7.5,70,Yes,8,5,61
8.5,51,No,8,5,48
1.5,60,Yes,4,4,35
4.5,69,Yes,7,7,55
6.5,66,Yes,8,9,57
9.5,83,Yes,6,4,83
2.5,65,Yes,9,2,46
1.5,72,No,6,2,46
2.5,65,Yes,5,2,44
7.5,65,Yes,9,7,58
3.5,75,Yes,9,4,57
2.5,79,No,6,4,57
7.5,40,No,8,1,31
2.5,98,Yes,6,4,76
3.5,54,Yes,7,6,34
7.5,89,No,5,2,81
4.5,40,No,9,4,28
1.5,50,Yes,7,7,27
5.5,94,No,8,9,82
9.5,41,Yes,8,2,42
8.5,40,Yes,6,8,35
9.5,70,Yes,4,6,69
9.5,83,No,9,8,84
7.5,55,Yes,9,2,45
4.5,93,Yes,4,1,76
5.5,61,No,8,7,53
1.5,81,Yes,8,9,57
1.5,57,Yes,9,9,38
3.5,86,Yes,5,2,68
8.5,56,No,9,4,51
2.5,69,No,8,1,47
4.5,49,Yes,8,7,32
2.5,74,No,5,2,52
5.5,97,Yes,7,4,83
9.5,60,Yes,7,2,59
1.5,55,No,5,1,32
5.5,45,No,5,7,30
9.5,42,Yes,7,6,41
1.5,80,No,7,2,52
9.5,82,No,7,4,80
8.5,60,No,7,3,53
4.5,52,Yes,9,3,37
5.5,57,Yes,9,3,44
5.5,97,No,6,4,82
6.5,93,Yes,5,1,82
7.5,99,Yes,4,1,85
8.5,63,No,6,7,56
8.5,66,Yes,4,5,65
2.5,93,No,4,3,69
9.5,43,Yes,8,9,42
7.5,61,Yes,5,5,54
4.5,63,No,9,10,51
4.5,79,Yes,6,3,66
8.5,84,No,5,9,79
4.5,49,Yes,7,1,32
6.5,41,Yes,5,9,31
5.5,79,Yes,4,5,65
3.5,45,No,9,6,27
2.5,87,Yes,7,2,67
9.5,57,Yes,5,8,56
9.5,56,No,5,3,53
1.5,77,No,9,1,58
3.5,84,Yes,4,7,69
8.5,62,No,7,3,58
6.5,85,No,4,4,76
5.5,69,No,9,5,55
5.5,97,No,5,1,83
6.5,60,Yes,6,9,52
7.5,49,No,6,7,44
1.5,95,Yes,8,2,69
9.5,82,Yes,6,1,78
3.5,52,Yes,9,2,34
4.5,51,No,9,3,38
1.5,48,No,9,3,24
3.5,43,Yes,7,8,27
2.5,78,Yes,8,5,57
2.5,63,No,7,9,43
1.5,93,No,6,3,66
8.5,73,Yes,6,6,67
3.5,78,No,5,4,58
3.5,80,No,7,8,60
6.5,44,Yes,4,1,29
8.5,54,No,5,4,47
9.5,89,No,7,7,85
9.5,43,Yes,9,9,43
4.5,90,No,8,1,74
5.5,91,Yes,7,8,78
2.5,97,No,8,2,75
9.5,78,Yes,8,4,76
8.5,97,No,6,4,95
3.5,47,Yes,4,8,28
9.5,88,No,7,2,90
3.5,84,No,4,7,63
9.5,63,No,8,3,60
2.5,92,Yes,6,9,74
9.5,67,No,4,5,58
8.5,94,Yes,5,8,91
9.5,82,No,8,5,81
5.5,66,No,5,1,51
2.5,40,No,9,9,19
8.5,73,No,4,10,69
6.5,56,No,4,7,40
8.5,76,No,4,4,68
5.5,77,Yes,9,7,70
2.5,65,Yes,7,5,44
6.5,96,No,8,10,85
5.5,63,No,8,9,51
5.5,78,No,8,2,66
1.5,99,No,7,4,75
2.5,60,No,4,6,36
8.5,69,Yes,4,5,62
3.5,86,No,9,1,65
3.5,90,No,5,9,67
8.5,87,Yes,7,9,82
8.5,96,Yes,6,3,94
2.5,52,Yes,7,4,29
8.5,76,No,9,4,72
1.5,42,No,5,10,14
6.5,71,No,5,8,60
8.5,74,No,5,6,68
3.5,58,No,4,2,36
8.5,53,Yes,6,4,47
1.5,87,No,5,1,60
9.5,61,No,8,3,58
9.5,56,No,4,4,52
5.5,98,Yes,6,8,81
4.5,43,No,8,3,23
6.5,84,No,6,5,72
7.5,79,No,9,1,74
5.5,58,No,6,4,41
9.5,76,Yes,8,2,76
3.5,41,Yes,7,4,25
7.5,54,Yes,6,5,46
5.5,41,No,7,3,26
7.5,50,Yes,6,6,43
2.5,84,Yes,9,2,64
4.5,62,No,8,5,45
2.5,49,No,6,4,27
7.5,42,Yes,5,5,32
2.5,44,Yes,9,9,27
1.5,42,Yes,5,6,16
9.5,77,Yes,9,7,78
1.5,52,No,9,8,32
8.5,81,No,6,9,76
2.5,58,Yes,8,5,35
8.5,79,Yes,8,8,75
3.5,89,Yes,4,2,69
6.5,74,No,8,10,65
3.5,63,No,7,9,44
7.5,63,No,6,2,55
9.5,56,Yes,5,5,54
2.5,79,No,8,6,57
5.5,49,Yes,5,4,35
6.5,41,Yes,4,8,28
4.5,83,No,6,10,67
4.5,62,Yes,8,3,42
4.5,45,No,5,5,26
2.5,41,No,9,2,21
4.5,60,Yes,8,3,46
1.5,94,Yes,4,8,71
6.5,95,No,9,5,87
1.5,74,No,5,3,47
6.5,88,No,5,5,74
1.5,68,No,6,9,43
6.5,46,No,6,3,28
8.5,68,No,5,10,65
2.5,92,No,9,7,72
2.5,76,Yes,6,8,57
4.5,62,No,5,5,44
3.5,72,Yes,9,3,51
4.5,47,Yes,7,6,32
7.5,51,No,8,3,43
1.5,85,No,7,9,61
6.5,87,No,7,2,77
3.5,49,No,8,3,29
7.5,54,No,5,7,46
2.5,92,Yes,5,10,72
2.5,63,Yes,6,8,45
4.5,65,No,4,5,49
1.5,86,No,5,5,58
3.5,81,No,8,5,62
9.5,92,No,4,4,87
7.5,99,Yes,8,9,96
7.5,78,Yes,8,6,71
4.5,97,Yes,8,8,82
2.5,42,No,4,8,19
4.5,41,No,7,5,25
6.5,45,No,9,9,33
3.5,60,Yes,8,2,41
1.5,48,Yes,6,8,26
8.5,49,Yes,5,3,42
5.5,75,No,9,7,67
5.5,98,Yes,5,9,84
4.5,42,No,5,5,23
6.5,80,Yes,4,8,71
3.5,63,No,6,4,43
9.5,61,No,6,1,57
5.5,88,No,9,1,73
3.5,53,No,6,6,32
1.5,81,Yes,6,8,61
6.5,84,Yes,6,10,75
2.5,83,Yes,9,2,63
3.5,66,No,7,4,45
1.5,72,Yes,6,3,47
9.5,99,No,6,9,97
8.5,61,Yes,4,3,52
2.5,68,Yes,4,8,44
8.5,58,No,6,7,52
9.5,58,No,7,1,59
1.5,45,No,6,8,24
5.5,84,Yes,6,9,68
8.5,58,No,6,8,51
2.5,52,Yes,8,10,32
4.5,98,Yes,7,10,84
7.5,65,Yes,5,1,56
3.5,61,No,6,7,45
5.5,60,Yes,5,9,46
8.5,75,No,7,5,74
3.5,95,No,6,2,77
4.5,41,Yes,5,8,24
9.5,86,Yes,9,9,85
7.5,83,Yes,5,7,74
1.5,69,Yes,7,5,49
4.5,66,No,6,8,51
4.5,46,No,8,6,31
9.5,59,No,7,4,52
6.5,89,No,8,1,77
9.5,70,No,6,6,67
6.5,62,No,5,8,51
6.5,52,No,9,3,41
5.5,56,No,9,7,43
5.5,43,No,7,7,30
2.5,96,Yes,7,9,78
8.5,53,Yes,7,1,46
8.5,59,No,4,5,50
1.5,99,No,9,8,75
8.5,52,Yes,9,3,46
5.5,42,Yes,6,5,28
2.5,65,Yes,4,1,45
2.5,65,No,7,9,43
6.5,57,Yes,7,4,44
9.5,71,Yes,8,5,69
1.5,53,Yes,4,3,30
6.5,86,Yes,5,2,74
9.5,42,Yes,9,7,40
8.5,40,No,6,5,31
6.5,65,Yes,5,10,54
3.5,63,No,5,3,39
8.5,88,Yes,6,2,83
9.5,74,Yes,7,10,73
1.5,53,Yes,9,6,25
9.5,42,Yes,8,10,45
6.5,52,Yes,7,6,46
6.5,86,No,7,3,76
4.5,89,No,4,9,76
1.5,53,No,5,1,27
8.5,60,No,5,3,50
2.5,65,No,9,1,43
1.5,42,No,5,7,15
2.5,90,No,8,2,65
1.5,79,Yes,8,4,55
1.5,43,No,8,4,17
9.5,75,Yes,6,8,74
1.5,90,Yes,9,4,68
4.5,82,No,8,3,70
6.5,40,Yes,4,10,29
7.5,79,Yes,4,3,68
2.5,86,No,7,5,63
6.5,72,Yes,7,6,61
7.5,46,No,9,7,44
2.5,92,Yes,7,5,71
2.5,91,No,7,7,71
7.5,91,Yes,4,4,85
1.5,95,No,7,5,73
8.5,50,Yes,4,6,45
3.5,66,No,8,9,47
6.5,53,Yes,8,6,42
9.5,61,Yes,9,10,59
6.5,55,No,6,1,45
9.5,85,Yes,7,7,90
7.5,51,No,8,3,46
9.5,88,Yes,8,6,88
2.5,85,Yes,9,2,62
8.5,49,No,5,7,42
8.5,63,Yes,5,1,58
2.5,85,No,9,2,63
4.5,57,Yes,4,9,40
7.5,61,Yes,6,9,55
4.5,48,Yes,9,7,34
4.5,56,Yes,5,2,43
6.5,77,No,6,5,71
6.5,79,No,8,4,68
3.5,97,Yes,9,2,81
9.5,52,Yes,4,2,45
2.5,89,No,6,10,70
6.5,76,Yes,5,8,67
7.5,45,No,8,5,36
9.5,60,Yes,9,8,62
3.5,90,Yes,7,2,69
3.5,75,No,8,2,56
7.5,46,Yes,5,3,37
4.5,75,No,9,10,57
8.5,64,No,5,8,59
7.5,50,No,7,8,41
5.5,83,No,8,3,69
7.5,53,No,6,1,44
3.5,84,No,6,7,62
2.5,68,Yes,8,4,46
6.5,49,No,6,3,37
2.5,89,No,9,5,68
3.5,87,Yes,8,6,68
6.5,44,No,8,1,30
5.5,47,Yes,5,9,32
8.5,85,No,4,6,75
9.5,44,No,5,3,38
3.5,97,No,6,1,80
3.5,99,Yes,4,9,77
3.5,63,Yes,8,2,46
6.5,79,No,6,10,66
1.5,96,No,7,6,73
7.5,65,Yes,6,6,63
1.5,45,Yes,4,3,20
5.5,55,Yes,4,6,40
8.5,99,No,8,2,94
4.5,75,Yes,9,8,63
5.5,51,Yes,7,1,38
4.5,50,Yes,8,6,35
4.5,42,Yes,7,1,24
8.5,83,Yes,7,9,80
2.5,76,Yes,8,9,52
1.5,45,Yes,6,6,19
3.5,58,No,5,6,42
9.5,57,Yes,7,9,58
4.5,55,No,4,5,37
5.5,62,No,8,9,48
2.5,82,Yes,9,5,66
4.5,76,No,6,4,58
2.5,48,No,7,2,23
2.5,42,Yes,9,2,21
4.5,47,No,6,1,28
6.5,77,Yes,8,10,65
7.5,43,Yes,9,3,33
3.5,51,Yes,4,1,30
3.5,83,Yes,7,6,63
6.5,70,Yes,7,7,57
3.5,64,Yes,9,9,44
2.5,92,Yes,6,7,71
8.5,55,No,8,4,50
5.5,81,Yes,5,4,69
1.5,93,No,7,8,67
3.5,53,Yes,4,4,32
8.5,52,Yes,7,1,45
4.5,80,Yes,7,9,66
7.5,46,No,5,3,37
2.5,51,No,5,1,28
7.5,76,No,8,9,72
5.5,89,No,7,10,77
5.5,43,No,7,10,32
6.5,41,No,6,5,27
9.5,74,Yes,6,9,70
6.5,97,Yes,9,3,91
8.5,83,No,9,6,80
7.5,42,No,4,7,34
9.5,43,No,4,5,41
4.5,77,No,6,8,59
2.5,51,No,9,10,29
7.5,58,Yes,4,6,51
6.5,49,Yes,7,6,38
1.5,40,Yes,9,7,16
9.5,56,Yes,5,8,51
9.5,55,Yes,9,2,56
2.5,48,Yes,7,7,26
3.5,96,Yes,6,9,80
5.5,92,Yes,8,1,80
5.5,48,No,8,1,37
1.5,98,No,6,7,70
8.5,94,Yes,7,5,84
8.5,48,Yes,4,1,45
4.5,51,Yes,9,1,37
7.5,94,No,9,2,85
3.5,80,No,4,10,59
6.5,54,Yes,8,9,45
9.5,41,No,6,3,37
1.5,50,Yes,6,9,24
5.5,50,Yes,5,6,34
4.5,47,Yes,8,10,32
8.5,94,Yes,6,6,91
1.5,71,Yes,5,7,46
9.5,45,No,4,10,41
6.5,92,Yes,8,8,82
4.5,59,Yes,8,3,48
9.5,78,Yes,6,8,76
5.5,74,Yes,6,6,62
5.5,47,No,7,6,38
5.5,89,Yes,4,3,76
1.5,88,Yes,4,6,64
1.5,82,No,9,8,62
8.5,73,Yes,5,7,71
8.5,96,Yes,5,10,92
6.5,92,Yes,7,10,81
4.5,98,Yes,9,7,84
2.5,95,No,4,3,73
2.5,58,Yes,5,10,36
9.5,46,Yes,4,3,42
5.5,70,No,4,5,58
4.5,57,Yes,9,5,44
1.5,79,Yes,5,9,56
7.5,53,No,6,9,43
3.5,78,Yes,6,10,60
6.5,99,No,9,5,91
5.5,92,Yes,5,5,80
5.5,99,No,7,6,90
5.5,98,Yes,8,8,88
1.5,75,Yes,9,6,51
1.5,56,No,4,6,34
3.5,76,Yes,9,9,59
4.5,83,No,8,1,69
5.5,48,No,9,4,34
2.5,97,No,5,10,74
8.5,59,No,4,10,51
2.5,84,Yes,8,2,60
9.5,96,No,6,9,94
2.5,67,Yes,7,3,48
9.5,89,Yes,9,10,90
7.5,59,No,9,2,48
8.5,80,No,8,8,78
2.5,75,Yes,7,4,54
7.5,92,No,9,2,88
6.5,66,Yes,6,4,54
4.5,47,No,8,7,29
7.5,71,Yes,5,7,67
4.5,40,Yes,4,1,24
2.5,56,No,6,1,29
7.5,96,Yes,7,3,90
8.5,48,Yes,7,2,39
2.5,59,No,6,3,38
5.5,84,No,5,4,67
1.5,71,No,9,7,45
7.5,41,No,5,2,34
8.5,71,No,9,7,68
6.5,84,Yes,9,5,77
5.5,48,Yes,7,8,34
6.5,69,No,9,8,60
2.5,59,Yes,6,5,40
1.5,77,Yes,9,10,56
7.5,99,Yes,6,8,97
7.5,40,Yes,4,9,31
2.5,99,Yes,7,7,81
2.5,96,No,5,6,76
1.5,44,No,8,7,20
8.5,74,Yes,5,7,72
8.5,75,Yes,5,3,68
1.5,40,No,8,6,17
8.5,53,No,7,6,46
9.5,48,No,9,9,45
4.5,69,No,4,1,51
1.5,63,Yes,5,7,38
1.5,43,No,9,1,16
3.5,89,No,5,10,72
5.5,53,Yes,7,4,43
5.5,64,No,7,7,50
9.5,43,No,6,6,42
2.5,64,No,7,6,41
2.5,49,No,7,5,26
6.5,74,No,5,7,63
9.5,94,Yes,4,9,94
1.5,46,Yes,5,6,20
9.5,81,Yes,9,10,78
9.5,52,Yes,7,7,53
9.5,43,Yes,6,9,42
5.5,89,No,4,7,70
9.5,82,No,6,6,83
4.5,96,No,8,3,83
2.5,75,No,6,1,50
6.5,95,No,6,10,83
4.5,53,No,9,9,41
6.5,57,No,7,7,49
3.5,47,No,9,3,29
6.5,71,No,7,10,61
2.5,66,No,9,9,44
2.5,81,No,7,3,60
9.5,76,No,7,3,72
7.5,62,No,7,7,53
3.5,46,Yes,6,2,28
1.5,51,No,8,10,29
8.5,64,Yes,7,7,63
6.5,42,No,8,7,28
7.5,65,No,8,1,56
9.5,43,No,5,10,40
5.5,81,Yes,5,2,67
1.5,75,Yes,4,5,47
7.5,54,No,9,4,48
5.5,71,No,5,3,60
3.5,68,No,7,10,47
9.5,49,No,8,8,48
1.5,60,Yes,9,7,40
1.5,93,Yes,4,9,68
1.5,55,No,5,3,27
3.5,86,Yes,6,10,69
6.5,58,Yes,9,1,50
3.5,68,No,4,9,46
8.5,91,No,7,9,89
2.5,90,No,9,1,68
9.5,57,Yes,8,8,55
3.5,97,No,7,10,76
5.5,83,Yes,7,1,68
8.5,96,No,9,6,92
2.5,55,No,6,9,31
6.5,40,Yes,6,3,30
5.5,87,Yes,9,6,76
9.5,41,Yes,9,3,42
5.5,95,Yes,9,5,85
2.5,54,Yes,8,7,32
5.5,78,Yes,5,10,65
4.5,67,No,7,4,49
7.5,40,Yes,9,4,30
6.5,44,Yes,5,7,34
2.5,81,No,8,5,60
5.5,61,Yes,7,1,46
7.5,92,Yes,5,10,87
7.5,75,No,7,2,66
5.5,85,No,6,6,74
9.5,52,No,9,9,51
4.5,40,Yes,6,7,21
3.5,55,No,4,4,37
4.5,94,Yes,8,2,79
5.5,80,No,9,4,66
6.5,61,Yes,5,5,49
3.5,71,No,7,2,50
2.5,55,No,4,1,33
4.5,90,No,8,4,70
5.5,54,Yes,8,6,42
4.5,97,Yes,8,1,78
3.5,85,No,5,1,61
8.5,91,No,9,9,89
4.5,81,No,6,5,62
2.5,92,No,4,2,70
2.5,51,Yes,5,2,30
1.5,99,No,7,4,74
4.5,40,No,5,2,23
9.5,92,Yes,7,4,94
7.5,56,Yes,7,6,47
7.5,80,No,8,7,75
7.5,94,No,5,6,84
8.5,90,Yes,6,4,85
1.5,96,Yes,7,10,72
8.5,89,No,8,3,83
4.5,67,Yes,6,4,50
4.5,46,Yes,5,5,28
4.5,48,No,6,4,30
6.5,61,No,5,3,51
7.5,65,Yes,7,1,54
6.5,92,No,4,3,81
1.5,51,No,4,5,22
8.5,46,No,9,6,40
7.5,85,No,9,4,75
6.5,86,No,7,1,77
6.5,54,Yes,6,10,44
5.5,77,Yes,5,7,62
6.5,60,No,4,9,49
9.5,53,No,5,6,49
9.5,41,No,7,6,41
8.5,47,Yes,6,9,41
9.5,84,Yes,5,4,81
8.5,94,Yes,6,5,91
8.5,45,Yes,4,5,37
1.5,76,No,5,5,49
5.5,76,No,8,8,61
4.5,96,Yes,4,1,77
2.5,72,Yes,6,10,48
8.5,80,No,7,10,74
3.5,45,No,8,3,23
4.5,91,No,9,8,75
7.5,65,No,5,9,59
9.5,78,No,9,2,77
2.5,80,Yes,4,4,60
3.5,76,No,5,8,56
4.5,53,Yes,5,5,34
1.5,76,Yes,8,1,51
7.5,47,No,8,6,38
2.5,78,Yes,8,9,59
5.5,52,Yes,8,9,37
1.5,52,No,7,1,26
3.5,79,Yes,6,4,63
2.5,82,No,8,1,58
1.5,67,No,4,7,40
7.5,97,Yes,5,3,85
5.5,57,No,9,2,46
1.5,96,No,8,8,73
6.5,58,Yes,4,9,46
5.5,77,No,7,7,64
3.5,71,Yes,4,6,51
7.5,61,Yes,9,10,54
9.5,41,No,9,6,37
9.5,99,Yes,4,9,98
9.5,52,No,7,5,50
2.5,62,Yes,9,5,41
3.5,64,No,7,2,44
7.5,67,No,5,6,61
5.5,97,Yes,8,6,86
2.5,50,Yes,9,6,27
3.5,72,No,4,4,54
6.5,63,No,6,7,54
7.5,41,Yes,6,9,35
9.5,69,No,5,1,64
1.5,56,No,6,3,32
7.5,79,Yes,5,10,72
8.5,73,Yes,8,9,68
3.5,77,No,5,5,58
4.5,61,Yes,7,6,47
6.5,44,Yes,7,8,35
7.5,87,No,7,9,77
4.5,79,Yes,9,8,66
8.5,90,Yes,7,3,85
5.5,55,No,7,10,39
1.5,52,Yes,7,1,28
4.5,65,No,7,5,50
3.5,70,Yes,9,7,53
9.5,91,Yes,7,2,87
8.5,78,No,7,1,75
1.5,87,Yes,8,4,65
6.5,62,Yes,9,3,54
9.5,87,Yes,7,4,88
7.5,51,Yes,5,1,44
4.5,53,Yes,8,2,38
1.5,95,Yes,9,1,69
2.5,57,No,6,3,33
5.5,66,Yes,4,4,50
5.5,67,Yes,9,1,57
8.5,57,No,8,6,53
6.5,55,No,7,2,42
8.5,91,No,8,10,88
2.5,55,Yes,4,5,35
3.5,52,No,4,8,33
6.5,97,No,9,4,90
3.5,68,Yes,7,5,47
6.5,48,No,7,9,37
6.5,65,Yes,5,2,52
2.5,67,Yes,4,2,47
7.5,80,Yes,7,6,73
2.5,52,Yes,4,6,28
6.5,75,Yes,5,3,60
1.5,48,No,6,9,26
3.5,86,Yes,4,1,68
2.5,53,No,5,3,25
7.5,90,Yes,5,8,83
4.5,51,No,5,8,36
8.5,92,Yes,8,4,89
6.5,97,Yes,9,8,88
4.5,96,Yes,7,10,80
5.5,71,No,4,8,59
9.5,77,No,9,1,77
7.5,42,No,8,3,35
9.5,97,Yes,4,1,96
7.5,96,Yes,9,2,94
1.5,93,No,8,4,68
8.5,91,Yes,7,3,86
4.5,55,No,5,6,37
3.5,59,Yes,9,5,39
7.5,71,No,9,5,67
3.5,95,No,4,10,79
8.5,62,Yes,5,7,59
6.5,56,No,7,7,49
5.5,55,Yes,4,9,42
4.5,77,Yes,6,8,62
8.5,47,Yes,6,3,43
8.5,58,No,6,2,51
